ID,Text,United_States_Hate,Australia_Hate,United_Kingdom_Hate,South_Africa_Hate,Singapore_Hate
SBIC-835,"Wind 6.6 mph NNW. Barometer 1029.3 hPa, Falling slowly. Temperature 15.5C, feels like 12.4C. Rain today 0.0 mm. Humidity 51%. f1.",0.0,0.0,0.0,0.0,0.0
SBIC-836,"With some dog breeds, it's advised that you don't look at them directly in the eye. I've found a simple solution to that problem. Anal.",0.0,0.0,0.0,0.0,1.0
SBIC-837,With the help of God we will be congratulating an Irish WN Party on their election success in the not so distant future .,0.0,0.0,0.0,0.0,1.0
SBIC-838,"With the polarization and hate I'm seeing, it seems to me that there are a lot of people that are going to die soon.",0.0,0.0,0.0,0.0,0.0
SBIC-839,Women just keep coming to me and I just keep raping them. They trust this police uniform way too much.,1.0,1.0,1.0,1.0,1.0
SBIC-840,"Women think sub8 men are creepy; women give birth to sub8 men; therefore women think their sub8 sons are creepy
Women are the shittiest people ever to exist.",1.0,1.0,1.0,1.0,1.0
SBIC-841,Would Jason Vorhees be considered a chad because of his size and strength?,0.0,0.0,0.0,0.0,0.0
SBIC-842,Would the police release evidence of Marc Lépine and Elliot Rodger being baited and goaded by feminists?,0.0,0.0,0.0,0.0,0.0
SBIC-843,YALL MOTHERFUCKER NORMIES WILL GET SPOILERS ON SEASON 8 OF GAME OF THRONES IF YOU DONT LEAVE NOW,0.0,0.0,0.0,0.0,0.0
SBIC-844,Yall black ass hoes aint east African,1.0,1.0,1.0,1.0,1.0
SBIC-845,Yeah I watch the History Channel all the time and I am in all the Honor classes I just wanted to do something and yes I do have the muscle to back it up .,0.0,0.0,0.0,0.0,0.0
SBIC-846,"Yeah, you might be able to hit a quarter from two miles away with your .300 Win Mag, but I have over 1,000 headshots in Day of Infamy.",0.0,0.0,0.0,0.0,0.0
SBIC-847,You CUCKS and Patriots....and my Brothers.....UNITE....ITS TIME !,0.0,0.0,0.0,0.0,0.0
SBIC-848,"You communicate like a girl, I just don't get it. I'm a guy. You need to just say what you mean!",1.0,0.0,0.0,0.0,0.0
SBIC-849,"You hear a bunch of machine gun bullets and see a black man slump over dead on your porch, what do you do? Stop laughing and reload",1.0,1.0,1.0,1.0,1.0
SBIC-850,"You incels are ugly
This is why you're incel",1.0,1.0,0.0,1.0,1.0
SBIC-851,You just get on an Uber and you keep riding and them get off They are the new whores,0.0,0.0,1.0,0.0,1.0
SBIC-852,"You know, Fortnite actually reminds of school You hop out the bus and shoot everyone you see.",0.0,1.0,0.0,0.0,1.0
SBIC-853,You mad because your bitch found out you a hoe &#128514;&#129335;&#127997;‍♀️,1.0,0.0,0.0,0.0,0.0
SBIC-854,"You might be gleefully anticipating a day off, only to be conf... More for Aquarius URL",0.0,0.0,0.0,0.0,0.0
SBIC-855,You niggas talking to these females trying to get some pussy but dont realize you're only boosting their ego and getting curved.,0.0,1.0,1.0,1.0,0.0
SBIC-856,You should have heard of him becouse he is the greatest chess player of all times .,0.0,0.0,0.0,0.0,0.0
SBIC-857,Your in ya cell 22 hours a day here u dont in general walk around the landings .,0.0,0.0,0.0,0.0,0.0
SBIC-858,"[Life Fuel] On-duty NYPD officers handcuffed 17-year-old girl, took her to deserted spot and raped her",0.0,0.0,0.0,0.0,0.0
SBIC-859,[META] We knew three years ago that they were creating shill account to control the discussion here.,0.0,0.0,0.0,0.0,0.0
SBIC-860,"[X-Post]Gang sexually assaulting, killing men in Mumbai - TOI gives only one inch space on front page.",0.0,0.0,0.0,0.0,0.0
SBIC-861,"``TheDark Romance of Dian Fossey '' ( 1990 ) by Harold TP Hayes Under the mentorship of noted anthropologist Louis Leakey , Dian Fosse spent 16 years in Africa researching the last remaining mountain gorillas .",0.0,0.0,0.0,0.0,0.0
SBIC-862,"a cop saw a blonde on her knees under a streetlight . "" can i help you ? "" she asked . the blonde replied , "" i dropped my diamond ring and i 'm looking for it . "" the cop asked , "" did you drop it here ? "" the woman replied , "" no , i dropped it about a block away , but the light 's better here . """,0.0,0.0,0.0,0.0,0.0
SBIC-863,a gay muslim walks into a bar . <repeat> he ordered shots for everyone .,1.0,1.0,1.0,0.0,1.0
SBIC-864,"a jew , a mexican and a black guy walk into the bar . <repeat> the bartender pulls out his gun and says "" get the fuck outta here """,1.0,1.0,1.0,0.0,1.0
SBIC-865,"a man was brought in on pedophilia and incest charges according to the prosecution , the man had raped his daughter many times . the man however , was very cunning . he had a defense he thought was perfect . in court , the man said , "" i have a tattoo on my penis , and i bet my daughter ca n't tell you what it is . "" the daughter then said , "" well of course i could n't tell , every time you took it out you put it in me . """,0.0,0.0,0.0,0.0,0.0
SBIC-866,"a priest asks the convicted murderer at the electric chair , "" do you have any last requests ? ” "" yes , "" replies the murderer . "" can you please hold my hand ? """,0.0,0.0,0.0,0.0,0.0
SBIC-867,ah why is brushing the hair so damn difficult and exhausting ;-; that's the worst part every morning,0.0,0.0,0.0,0.0,0.0
SBIC-868,alabama where eharmony and ancestry are the same website .,1.0,1.0,1.0,0.0,1.0
SBIC-869,"also the context of this is just, Fucking Horrible",0.0,0.0,0.0,0.0,0.0
SBIC-870,"anybody that shitted on me, I ain't fucking with none of ya!!!!",0.0,0.0,0.0,0.0,0.0
SBIC-871,anything you can do to bait Rich Black NFL and NBA players into attacking Whites is good,1.0,1.0,1.0,1.0,1.0
SBIC-872,because in that moment if i had told them when i told the school someone sexually assulted me and they didnt do anything would they believe?,0.0,0.0,0.0,0.0,0.0
SBIC-873,black people are like tires they work better with chains,1.0,1.0,1.0,1.0,1.0
SBIC-874,cripples what do you call three people in wheelchairs stacked on top of each other ? a vegetable rack .,1.0,1.0,1.0,1.0,1.0
SBIC-875,"dead baby joke mom : "" why are these scissors so sticky ? "" son : "" sorry , i cut something wet . "" mom : what 'd you cut with scissors that was wet ? <repeat> "" son : "" an infant 's windpipe """,0.0,0.0,0.0,0.0,0.0
SBIC-876,"drawing for u GOD I AM SO BAD AT DRAWING ITS SO BORING (has pen) god drawing is so fun, omg i wanna drawww (doesnt know where that idiot is)",0.0,0.0,0.0,0.0,0.0
SBIC-877,fat bitches fat bitches heeeey,1.0,0.0,0.0,0.0,1.0
SBIC-878,fat chicks . <repeat> make uggs look like socks .,1.0,1.0,0.0,1.0,1.0
SBIC-879,"fred needs crutches , thomas has a terrible stutter they 're best friends . one day , they hear that a faith healer is in town . thomas tells his friend they should go and see if they can make it on stage . fred reluctantly agrees , and they go . even better , they get called on stage . fred explains that he 's always had tto use crutches , even as a child , while thomas talks , with great effort , about how he 's had to deal with his stutter since he could talk . the faith healer loudly proclaims that as along as they believe , they shall be healed , and leads them behind a curtain so he can pray for them . shortly after , he reappears and hypes up the crowd , then shouts ' fred , throw out your crutches ! ' . a pair of crutches come sailing across the stage , and the crowd goes wild . the faith healer then yells ' thomas , say something ! ' . the reply follow quickly ' ffffred ffffell ' .",0.0,0.0,0.0,0.0,0.0
SBIC-880,hey have you seen rolling thunder ? last time i saw him he was burning rubber with the new wheelchair he got from his disability benefits outside of wal - mart .,0.0,1.0,1.0,1.0,0.0
SBIC-881,how do they know what shampoo everyone in the twin towers used? they found their head and shoulders everywhere,0.0,1.0,0.0,0.0,1.0
SBIC-882,how do you fit a fat woman in a bikini ? take the f out of fat and the f out of weigh .,0.0,1.0,1.0,1.0,1.0
SBIC-883,how do you give a redneck aids ? get a black guy to rape his sister,1.0,1.0,1.0,1.0,1.0
SBIC-884,"how do you kill a retard ? hand him a knife and ask him "" who 's special ? """,1.0,1.0,1.0,1.0,1.0
SBIC-885,how do you starve a black man . <repeat> put his food stamps under his work boots .,1.0,1.0,1.0,1.0,1.0
SBIC-886,how does a redneck find a sheep in his field ? sexy .,1.0,1.0,0.0,1.0,0.0
SBIC-887,how many feminists does it take to change a light bulb ? feminists ca n't change anything .,1.0,1.0,0.0,1.0,1.0
SBIC-888,"how many times can you screw a blonde ? i do n't know , how much time you got ?",1.0,1.0,0.0,1.0,1.0
SBIC-889,how to pick up chicks how do you pick up a black chick ? noose . how do you pick up a mexican chick ? border patrol . how do you pick up a muslim chick ? body bag . how do you pick up a jewish chick ? dustpan and brush . how do you pick up white chicks ? flunitrazepam .,1.0,1.0,1.0,1.0,1.0
SBIC-890,i hate ole dusty ass mississippi but jus for these moments i gotta be there,0.0,0.0,0.0,0.0,0.0
SBIC-891,"i knew a guy who died in a terrorist attack . <repeat> his last words were "" allahu akbar """,1.0,1.0,0.0,1.0,1.0
SBIC-892,"i kno this aint canon but tbh cyaron's leader should be you, AZALEA's dia and Guilty Kiss' yoshiko xndnaxmks",0.0,0.0,0.0,0.0,0.0
SBIC-893,i like my women like my wine aged <number> years and stored in the cellar,1.0,1.0,1.0,1.0,1.0
SBIC-894,i like wanking whilst looking at myself in the mirror . my driving instructor does n't .,0.0,0.0,0.0,0.0,0.0
SBIC-895,i named my son michael simon albert timothy charles brian kevin andrew nicholas frederick anthony donald victor alfonse lawrence theodore stephen william jacob alexander richard benjamin arthur daniel aidan lucas john oliver david sebastian henry ryan julian evan cameron dominic leonardo . <repeat> . <repeat> ut the little fucker still did n't drown at the christening .,0.0,0.0,0.0,0.0,1.0
SBIC-896,i think i need to find a new girlfriend she is starting to learn to talk now,0.0,1.0,0.0,0.0,0.0
SBIC-897,i want a dyke clique,1.0,0.0,0.0,0.0,0.0
SBIC-898,i want to be reincarnated as a bacteria living in the pubic hair of the artist IU,0.0,0.0,0.0,0.0,0.0
SBIC-899,i will never forgive the rihanna navi for letting KIB flop but that trash ass Needed Me and equally bad LOTB are legitimate HITS!!,0.0,0.0,0.0,0.0,0.0
SBIC-900,if any one has any info on the austin texas band Straight Laced any info please contact me at skinranger@USER.com white power 88,1.0,0.0,0.0,0.0,1.0
SBIC-901,if i had a dollar for every gender . <repeat> i 'd have $ <number> and a pile of counterfeits .,1.0,1.0,1.0,0.0,1.0
SBIC-902,if you donate just <number> pound a month . . . you can help us make another advert with sad looking african children in it .,1.0,1.0,1.0,1.0,1.0
SBIC-903,illegal check to the head? are you fucking stupid???,0.0,0.0,0.0,0.0,1.0
SBIC-904,"in at halle's so she can get stuff to spend the night and i kid you not, i have been in her dang car for a good 20 mins",0.0,0.0,0.0,0.0,0.0
SBIC-905,"is the glass half full or half empty ? i really do n't know , because there 's different ways to look at it : - optimism : the glass is half full . - pessimism : the glass is half empty . - feminism : the glass is raping me .",1.0,1.0,1.0,1.0,1.0
SBIC-906,jews what 's the best jew joke ever ? the holocaust,1.0,1.0,1.0,1.0,1.0
SBIC-907,kids of yesterday use to work go to school and work again the kids of today live in basements and play games and text 247 thank you liberals,1.0,0.0,0.0,0.0,1.0
SBIC-908,"me: do you know who the latest power rangers are from? kids: YES, 2A7! (Their own class) me: /rofl SHUDDUPP",0.0,0.0,0.0,0.0,0.0
SBIC-909,"my african friend asked me if he could ask for bob and vegene i told him ""u better ask for food""",0.0,1.0,1.0,1.0,1.0
SBIC-910,my wife told me to get our ginger son ready . . . my wife told me to get our ginger son ready for his first day at school . so i punched him in the face and stole his dinner money .,1.0,1.0,1.0,0.0,0.0
SBIC-911,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",0.0,0.0,1.0,0.0,0.0
SBIC-912,"normies dont know what its like to suffer
there whole life they have had it easy,barley lonely,never had to deal with mental illness,and yet they pass judgment on us,we have every right to dislike them",0.0,0.0,1.0,0.0,1.0
SBIC-913,"of course you want to make those habanero pickles, what with this goddamn head cold",0.0,0.0,0.0,0.0,0.0
SBIC-914,oh look that's another reason to fucking hate my shit-ass group,0.0,0.0,0.0,0.0,1.0
SBIC-915,on a scale of <number> to <number> how much do you love children ? hollywood,0.0,0.0,0.0,0.0,0.0
SBIC-916,one. collage. texture + sound + color. How it moves. Why it moves. moments form image. what stories are we telling?,0.0,0.0,0.0,0.0,0.0
SBIC-917,porn is like a cancer ward way better when you see kids in it,0.0,1.0,0.0,1.0,1.0
SBIC-918,should be a prenatal test to find out if you're gonna have one of those kids with tiny teeth and giant gums.,0.0,1.0,0.0,1.0,0.0
SBIC-919,slow replies make me feel like a retard and I just want to put my foot through a wall... hjhdyhdhlgjdftilh,0.0,0.0,1.0,0.0,0.0
SBIC-920,"so a priest and a rabbi are walking by an orphanage . <repeat> and they see a young boy bending over to pick up a ball . the priest says , "" tell me you do n't wanna fuck that little boy . "" the rabbi responds , "" yes , but out of what ? """,0.0,1.0,1.0,1.0,0.0
SBIC-921,"some people say i do n't let my wife choose anything , but that 's not true ! i let her choose between front hand and back hand .",1.0,1.0,0.0,0.0,0.0
SBIC-922,spanish stereo types are so false bc i'm spanish as fuck and i hate spicy food and have no rhythm in my hips,0.0,0.0,0.0,0.0,0.0
SBIC-923,"still fucking fumin we drew against Bourneshite, cant wait to get molested at Britannia tmrw",0.0,0.0,0.0,0.0,1.0
SBIC-924,that moment when you silence a mage and they start backpedalling and you just KNOW it's about to go down,0.0,0.0,0.0,0.0,0.0
SBIC-925,the Brexit snake May must be pleased that throwing that election is bearing fruit.. bitch will fuck Brexit and play the victim - maybe a tear at some stage ?,1.0,1.0,0.0,1.0,1.0
SBIC-926,"the Nina is my bitch & I might have to rape a nigga , the heater on my waist and I might have to bake a nigga!",1.0,1.0,1.0,1.0,1.0
SBIC-927,the blacks and special needs are cursed with ? tardiness,1.0,1.0,1.0,1.0,1.0
SBIC-928,the entire system of classes are a marxist invention. the judeo-bolsheviks are using this to divide our society. in other words ' Divide et impera ' .,0.0,1.0,1.0,0.0,1.0
SBIC-929,the level 99 one was so fucking bonkers it was glitched im fucking yelling,0.0,0.0,0.0,0.0,0.0
SBIC-930,the young homeless girl was delighted when i asked if i could take her home . she was n't too excited when i walked off with her cardboard box .,0.0,0.0,0.0,0.0,1.0
SBIC-931,there once was thug named brown who bum rushed a cop with a frown three shots a thunder he 's now <number> foot under and so 's the rest of the town,0.0,0.0,1.0,0.0,0.0
SBIC-932,this is a retarded question but what's the Pokemon in your avatar,0.0,0.0,0.0,0.0,0.0
SBIC-933,three jews walk into a bar . <repeat> i lied it was a gas chamber,1.0,1.0,1.0,1.0,1.0
SBIC-934,trump has been fucking toxic from the start and you fucks who voted for him are just NOW seeing this? IT TOOK YOU THIS LONG #PrayForSyria,0.0,0.0,0.0,1.0,1.0
SBIC-935,trump is an idiot . minorities ca n't take our jobs if they ca n't keep our jobs .,1.0,1.0,1.0,1.0,1.0
SBIC-936,volkswagen gas emissions scandal . the germans are still trying to gas us .,1.0,1.0,1.0,1.0,1.0
SBIC-937,watch out for these foul hoes and flagrant niggas!,1.0,1.0,1.0,1.0,1.0
SBIC-938,"we should not help poor african children
they are not entitled to food, they should be confident and funny",0.0,1.0,1.0,1.0,1.0
SBIC-939,"we've gone from ""Don't Believe It Unless You Hear It Direct From Trump"" to ""Don't Believe It Even When You Hear It Direct From Trump Cause Sometimes Trump Says The Exact Opposite Of What He Means""",0.0,0.0,0.0,0.0,0.0
SBIC-940,went to a paris restaurant for snails today . <repeat> pretty disappointed . <repeat> came out with a gut full of slugs .,0.0,0.0,0.0,0.0,0.0
SBIC-941,what 's black and screams ? stevie wonder answering the iron .,0.0,1.0,0.0,1.0,1.0
SBIC-942,what 's the best way to wash down five hundred chocolates ? katrina .,1.0,1.0,0.0,1.0,1.0
SBIC-943,"what 's the difference between a boko haram training camp and a nigerian refugee camp ? i do n't know , i just fly the fighter jet .",1.0,1.0,1.0,1.0,1.0
SBIC-944,what 's the difference between a jew and a bullet ? a bullet can escape the chamber,1.0,1.0,1.0,1.0,1.0
SBIC-945,what 's the difference between harry potter and jews ? harry escaped the chamber,1.0,1.0,1.0,1.0,1.0
SBIC-946,what 's the meanest thing you can do to a blind person ? give them a cheese grater to read .,1.0,1.0,1.0,1.0,1.0
SBIC-947,what 's the most common type of shooting range ? a school .,0.0,1.0,1.0,1.0,0.0
SBIC-948,what 's the worst thing about being told you have alzheimer 's ? it dosen't happen at once,0.0,1.0,0.0,0.0,0.0
SBIC-949,what do you call a good looking muslim ? asif,1.0,1.0,1.0,1.0,1.0
SBIC-950,what do you call a high person with downs syndrome ? a baked potato .,1.0,1.0,1.0,1.0,1.0
SBIC-951,what do you call a jewish person who 's just been for a shower ? cleansed,1.0,1.0,1.0,1.0,1.0
SBIC-952,what do you call a letter from a feminist ? hate male,1.0,1.0,0.0,1.0,1.0
SBIC-953,what do you call a mentally handicapped jew ? aushwistic .,1.0,1.0,1.0,1.0,1.0
SBIC-954,"what do you call a redneck priest ? dad , father and daddy .",1.0,1.0,1.0,1.0,1.0
SBIC-955,what do you do when someone is having a seizure in the bath ? throw a load of dirty laundry in .,0.0,1.0,1.0,1.0,0.0
SBIC-956,what do you get when you blend a nazi and a communist together ? ground meat .,1.0,1.0,1.0,1.0,1.0
SBIC-957,"what is a muslim 's favourite band ? the taliband , their performances always blows the audience away",1.0,1.0,1.0,1.0,1.0
SBIC-958,what is the difference between a feminist and a suicide vest ? i can turn on a suicide vest .,0.0,1.0,1.0,1.0,1.0
SBIC-959,what is the difference between a homosexual and a mentally ill person ? nothing .,1.0,1.0,1.0,1.0,1.0
SBIC-960,"what is the german translation of ' harry potter and the chamber of secrets ? "" harry hitler and the chamber of gas .",1.0,1.0,1.0,1.0,1.0
SBIC-961,what is the most important part in a good isis <allcaps> joke ? the * execution *,0.0,1.0,1.0,0.0,1.0
SBIC-962,what is the toughest part about being a pedophile ? fitting in .,0.0,0.0,0.0,0.0,1.0
SBIC-963,what s the main cause of paedophilia sexy kids,0.0,1.0,0.0,1.0,1.0
SBIC-964,what would be another name for black lives matter ? rise of the planet of the apes .,1.0,1.0,1.0,1.0,1.0
SBIC-965,whats a gay guys favorite restaurant? five guys,1.0,1.0,1.0,1.0,0.0
SBIC-966,whats the worst part about eating vegetables the wheelchair,1.0,1.0,1.0,1.0,1.0
SBIC-967,when she wants to date you but shes ugly and fat,0.0,1.0,0.0,1.0,0.0
SBIC-968,"when someone uses my last name to introduce or address me, i always feel like i'm in trouble.",0.0,0.0,0.0,0.0,0.0
SBIC-969,when ya name gain weight ya ex hoes can't let go,0.0,0.0,0.0,0.0,1.0
SBIC-970,why are blacks the most common users of vine ? because it brings them back to when they were swinging on the vines <number> years ago .,1.0,1.0,1.0,1.0,1.0
SBIC-971,why did a black man cross the road ? hey ! gimme back my wallet !,1.0,1.0,1.0,0.0,1.0
SBIC-972,why did they plant trees in harlem ? for free public transit .,1.0,1.0,1.0,0.0,1.0
SBIC-973,why do so many people think teen boys only want sex?,0.0,0.0,0.0,0.0,0.0
SBIC-974,why were <number> negros sterilized ? because it was a year between <number> and <number> in north carolina and they were deemed mentally ill or mentally deficient .,0.0,1.0,1.0,1.0,1.0
SBIC-975,"woman : what were the results from the test ? doctor : there are good news and bad news , the good news is that your child will always find a parking space",1.0,1.0,0.0,1.0,1.0
SBIC-976,you ever tell someone your plans and you've kept your mouth shut until now and all of a sudden they get canceled or ruined? BRUJERÍA MIJO,0.0,0.0,0.0,0.0,0.0
SBIC-977,you know what the best part about fucking a <number> year old girl is ? . <repeat> lipping her over and pretending she s a <number> year old boy .,0.0,1.0,1.0,0.0,1.0
SBIC-978,|| @USER || &#127800;A QUEEN &#127800;slay &#127800;multi-fandom &#127800;selfies on point &#127800;qtie &#127800;ily &#127800;layout always on point &#127800;UR EDITING SKILLS&#128557;&#128175;,0.0,0.0,0.0,0.0,0.0
SBIC-979,‼️SENIORS: The big '17' class picture will be taken NEXT WEDNESDAY. Please wear your senior t shirt for the picture!! ‼️,0.0,0.0,0.0,0.0,0.0
